Sr. No.,College Name,University Name,District,Taluka,Exclusively in Womens Colleges,"College Types","(Report no 5)
Whether Minority Institution (Yes/No)","Linguistic/
Religious_Type",JD Region,Correspondence Address,Email,Contact Phone 1,Contact Phone 2,Mobile,Principal Name,College Type
3202,Dhaeshwar B Ed College,Savitribai Phule Pune University Pune,Pune,Pune City,Co-Education,Rural,No,Select,Pune,S.No. 48 indrprasthanagar Dhayari Pune 4148 Indraprasthanagar Dhayari Pune 41,b.eddhareshwar@yahoo.co.in,9373964041,-9881679318,9552542433,DR. SHOBHA MARUTI KAMBLE,Non-Aided
3203,DES's Kirti M. Doongursee College Dadar Mumbai-28,Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,No,Select,Mumbai,Kashinath Dhuru Road Off. Veer Savarkar Marg Near Agar Bazar Dadar West Mumbai-400028.,principal@kirticollege.edu.in,2262764509,022-61244509 510,9225340927,Principal Dr. Pawar Dattatraya Vithoba,Aided
3204,Nitanshu Mahavidyalay Tal-Nagbhid Dist- Chandrapur,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Chandrapur,Nagbhid,Co-Education,Urban,No,Select,Nagpur,NAGBHID NAGKHADADIST- CHANDRAPUR,kashiram.humane2020@gmail.com,-9403059731,-9403059731,9370063180,DYANDIP BHAISARE,Non-Aided
3205,Shri Gurugovindsinghji Mahavidyalaya Zari,Swami Ramanand Teerth Marathwada University Nanded,Nanded,Loha,Co-Education,Rural,No,Select,Nanded,at zari,mrssnanded@gmail.com,-9923359777,-9923359777,9527084777,dr anil chilpimpare,Non-Aided
3206,Shankarlal Agrawal College of Management Studies Gondia,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Gondia,Co-Education,Urban,Yes,Religious,Nagpur,Suryatola GondiaSuryatola Gondia,sacms749@gmail.com,07182-250988,07182-250988,7888278532,Mr. Sagar Fakira Jadhav,Non-Aided
3207,K K MAHILA MAHAVIDYALAYA,Gondwana University Gadchiroli,Gadchiroli,Armori,Girls,Rural,No,Select,Nagpur,At-Post-Tah- ArmoriAt-Post-Tah- Armori,kdnagmoti@gmail.com,8999187955,-9673036343,8999187955,Prof. J K MAURYA,Non-Aided
3208,Jeevanprabhodhini Kanya MahavidyalayaVita (Sangli),Shivaji University Kolhapur,Sangli,Khanapur Vita,Girls,Rural,No,Select,Kolhapur,A/P-Vita Tal-Khanapur Dist-Sangli,jpkmv@rediffmail.com,02347-272651,-9766412042,9766412042,I/C Prof. Awate Shrikant Anandrao,Non-Aided
3209,Atharva College of Hotel Management Catering Technology Borivali,Mumbai University Mumbai,Mumbai Suburban,Borivali,Co-Education,Urban,No,Select,Mumbai,AET CAMPUS CHARKOP NAKA MALAD-MARVE ROAD MALAD (W) MUMBAI- 400095,atharva.hotelmct@gmail.com,40294941,-9892850730,9423105368,Prof.(Dr.) Sagar H. Mohite,Non-Aided
3210,SHRI. D.H.AGRWAL ARTS SHRI RANG AVDHOOT COMMERCE & SHRI. C.C.SHAH & M.G.AGRAWAL SCIENCE COLLEGVE NAV,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Nandurbar,NAVAPUR,Co-Education,Urban,No,Select,Jalgaon,OPP. SWASTIK PETROL PUMPCOLLEGE ROAD,navapuracs@gmail.com,02569-250159,02569-250159,9823505044,DR.A.G.JAISWAL.,Aided
3211,Vashnav Arts & Commerce mahavidylay Sakdak Arjuni,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Sadak Arjuni,Co-Education,Rural,No,Select,Nagpur,At.Post- Sadak/Arjuni Tah- Sadak/Arjuni,badal.raut1991@gmail.com,9764509152,91-9561540804,9561540804,Mr. Srikant Madhao Bhusari,Non-Aided
3212,Shramik Kisan Seva Samitee’s Lok Nete Shamraoji Peje ahavidyalaya,Mumbai University Mumbai,Ratnagiri,Ratnagiri,Co-Education,Rural,No,Select,Panvel,At Post Shiwar Ambere Tal Dist Ratnagiri,lokneteshamraojipejecollege@gmail.com,0,02352-239663,9637704396,I/C. Prof. Ambekar Rakesh Jayaram,Non-Aided
3213,Dr. Babasaheb Ambedkar college of Arts Commerce & Science Bramhapuri Dist Chandrapur,Gondwana University Gadchiroli,Chandrapur,Brahmapuri,Co-Education,Rural,Yes,Religious,Nagpur,Khed Raod Bramhapuri tal Bramhapuri Dist-chandrapur 441206,dba.college@gmail.com,07177-272066,07177-272066,9422474297,Dr. Devesh Kamble,Aided
3214,M.H. Shinde Arts and Commerce College TISANGI-416 206,Shivaji University Kolhapur,Kolhapur,Gaganbavdaa,Co-Education,Rural,No,Select,Kolhapur,Principal M.H.Shinde MahavidyalayaTisangi Tal.GaganbavdaDist.Kolhapur Pin.416206,mhstisangi@rediffmail.Com,02326-299007,02326-254148,9421111125,Dr.B.SPadval - Incharge,Aided
3215,Tarai Shikshan Sanstha Sanchalit Tarai Arts & Science College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Paithan,Co-Education,Rural,Yes,Linguistic,Aurangabad,Vishal Vividh Karyakari seva sahkari SocietyTrimbakdasji Patel Complex Building Near Girls High Sch,ganeshapaithan@gmail.com,2431224124,-9272707404,9272707404,Dr. Ganesh R Shinde,Non-Aided
3216,Mahatma Fule Arts & Science College Patur,Sant Gadge Baba Amravati University Amravati,Akola,Patur,Co-Education,Rural,No,Select,Amravati,Balapur Road Patur Tq Patur Dist AkolaPin.444501,mpasc242@sgbau.ac.in,,07254-243000,9552388757,Dr. Amrita M.Shirbhate,Aided
3217,Bharat Friends Association's Bharat College of Arts & Commerce- Badlapur,Mumbai University Mumbai,Thane,Ambarnath,Co-Education,Urban,No,Select,Panvel,hendre pada kulgaonbadlapur(w),bharatcollege@gmail.com,0251-6541155,0251-2670762,9604100815,Incharge Prof. Neetu Kapoor,Aided
3218,Dr. Tanajirao Chorage Arts Commerce & Science College Nandwal Tal. Karveer Dist. Kolhapur,Shivaji University Kolhapur,Kolhapur,Karveer,Co-Education,Rural,Yes,Linguistic,Kolhapur,At Post Nandval Tal. KarveerDist Kolhapur,drtcsrcollege@gmail.com,-8390462470,-8390462470,9421202054,deaie mrunalini nelesh,Non-Aided
3219,N. H. College Bramhapuri Dist Chandrapur,Gondwana University Gadchiroli,Chandrapur,Brahmapuri,Co-Education,Rural,Yes,Linguistic,Nagpur,N. H. College Bramhapuri Bondegaon Road Bramhapuri Distt. Chandrapur 441206,nhcbramhapuri@rediffmail.com,07177-272033,07177-272033,7841008324,Dr. D H Gahane,Aided
3220,Ramkrishna Shikshastri (B.Ed.) Mahavidyalaya Amravati,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Amravati,Amravati,Co-Education,Urban,Yes,Religious,Amravati,Ramkrushna Shikshanshastra (B.ED) Mahavidhyalay Uttam Nagar Amravati,ramkrushnab.ed2005@gmail.com,9423609977,-9730455199,9158290725,Dr.Sikander B. Manaware,Non-Aided
3221,Shri Dnyanesh College Nawargaon Dist Chandrapur,Gondwana University Gadchiroli,Chandrapur,Sindewahi,Co-Education,Rural,No,Select,Nagpur,Nawargaon Ta.Sindewahi Dist.Chandrapur. Pin.441223,dnyaneshmahavidyalaya@rediffmail.com,07178-258328,01778-258328,9637781494,Dr. S.S.Bakare,Aided
3222,B.P.ARTSS.M.A.SCIENCE&K.K.C.COMMERCE COLLEGECHALISGAON,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Jalgaon,Chalisgaon,Co-Education,Urban,No,Select,Jalgaon,Dhule Road Chalsgaon,cescollegechalisgaon@gmail.com,02589-222120,02589-222120,9850636815,Prof.Dr.M.V.Bildikar,Aided
3223,AEF's Arihant Institute of Teacher Training Bawdhan Bk. Pune 411021,Savitribai Phule Pune University Pune,Pune,Mulshi,Co-Education,Rural,Yes,Religious,Pune,Sr.No.276/1/2 277/1/2278/2Behind Crystal Honda Showroom New Pune Bombay Highway Bavdhan(Bk) Tal,aitt.admin@arihantacs.edu.in,020-67902404,020-67902404,9850285382,Kavita Padmawar,Non-Aided
3224,Mahila Arts Commerce College Chandur Rly,Sant Gadge Baba Amravati University Amravati,Amravati,Chandur Rly,Girls,Rural,No,Select,Amravati,Near Hutatma SmarakST Stand road Chandur Railway Dist. Amravati (Maharashtra) 444904,macc141@sgbau.ac.in,722254183,91-9405426284,9421742513,Dr. Seema S. Jagtap,Aided
3225,Sindhu Bharati Trust’s Shri Sindh Thakurnath (S.S.T.) College of Arts & Commerce Ulhasanagr Dist,Mumbai University Mumbai,Thane,Ulhasnagar,Co-Education,Urban,Yes,Linguistic,Panvel,Gorakshnath Complex Morya Nagri Ulhasnagar 421004.,sstcollege@rediffmail.com,0251-25836009321717171 8446983000,0251-2583600 9323961811 8446973000.,9321717171,Shri.J.C.Purswani,Non-Aided
3226,SHIVAJI COLLEGE BAKAPUR,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Aurangabad,Aurangabad,Co-Education,Rural,No,Select,Aurangabad,BakapurTal. Dist Chh. Sambhajinagar (Aurangabad),shivajicollege521@gmail.com,-9822830808,-9822830808,7588647038,Pooja S Diwekar,Non-Aided
3227,VAI. DHUNDA MAHARAJ DEGLOORKAR COLLEGE DEGLOOR,Swami Ramanand Teerth Marathwada University Nanded,Nanded,Deglur,Co-Education,Urban,No,Select,Nanded,Vai. Dhunda Maharaj Degloorkar College Degloor Dist. Nanded PIN-431717,vdmdc.degloor@gmail.com,2463257309,-9421971903,9922129751,DR.VIJAY PANDURANGRAO KULKARNI,Aided
3228,Vishwasrao Naik ArtsCom. & Baba Naik Science MahavidyalayaShirala,Shivaji University Kolhapur,Sangli,Shirala,Co-Education,Rural,No,Select,Kolhapur,At.Post.Shirala Tal.ShiralaDist.Sangli,vishwasraonaik@rediffmail.com,02345-272107,02345-272107,7420868731,Dr. Rajendra Bapu Bansode,Aided
3229,Shri. Narsinh Bahu-Uddeshiya Sevabhavi Sanstha’s Datta Dwaraka MahavidyalayaWakare,Shivaji University Kolhapur,Kolhapur,Karveer,Co-Education,Rural,No,Select,Kolhapur,AT/POST- WAKARETAL-KARVEERDIST-KOLHAPURAT/POST- WAKARETAL-KARVEERDIST-KOLHAPUR,ddmw1084.cl@unishivaji.ac.in,9096975693,-9096975693,9730774903,Smt.Powar Rupali Navnath,Non-Aided
3230,Vidya PratishthansArtsScience & Commerce Colege VidyanagariBaramati,Savitribai Phule Pune University Pune,Pune,Baramati,Co-Education,Rural,No,Select,Pune,Vidyanagari Bhigwan Road Baramati,vpasc_college@yahoo.co.in,02112-243488,02112-243488,8237086960,Dr.Bharat Shinde,Aided
3231,RashtraMata Jijau Charitable Trust Sanchlit Chhtrapati Sambhaji College of Computer Science,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Urban,No,Select,Aurangabad,N-7CIDCOSECTOR-4PLOT NO-1BEHIND NEW POST OFFICE,chatrapti.2011@gmail.com,0240-2489587,0240-2489587,9823989946,A.K.KARPE,Non-Aided
3232,K.E.S.Anandibai pradhan Science College Nagothane Tal.Roh Dist.Raigad,Mumbai University Mumbai,Raigad,Roha,Co-Education,Rural,No,Select,Panvel,Bapusaheb Deshpande Educational Complex Nagothane,principalapsc@yahoo.co.in,02194-222582,02194-222582,8149375082,Dr. Sandesh S. Gurav,Aided
3233,Shree Anant Shikshan Sanstha National College of ManagementNagpur.,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,No,Select,Nagpur,Near Ganpati NagarGodhani RoadZingabai Takali,ncm_042@yahoo.in,-,-,9422110571,Jayant S. Maske,Non-Aided
3234,Shri Sant Gajanan Baba Mahavidyalaya Motala,Sant Gadge Baba Amravati University Amravati,Buldhana,Motala,Co-Education,Rural,No,Select,Amravati,NANDURA ROAD MOTALA TAHASIL MOTALA DIST BULDANA,sgbmsmotala@gmail.com,9823604747,-9823604747,9921831093,MR.SUSHUL TEJRAO WARKHEDE,Non-Aided
3235,Madhukarrao Chavan Charitable Trast Andur salgara sanchalit Madhushali arts Commerce & Science Col,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Tuljapur,Co-Education,Rural,No,Select,Aurangabad,Salgra divti Tq Tuljapur Dist Osmanabad Pin-413601,madhushaliclgsalgara@gmail.com,02471-263022,02471-263022,9921598639,DR. PADWAL SUDHAKAR LIMBRAJ,Non-Aided
3236,Jeevandeep Shaikshnik Sanshta POI's Jeevandeep Arts Commerce & Science College Mhasa,Mumbai University Mumbai,Thane,Murbad,Co-Education,Rural,No,Select,Panvel,At Mhasa Tal. Murbad Dist. ThaneThane,jeevandeepmhasa@gmail.com,-9870546627,-9870546627,9130580111,Prof. Yogesh. j. Mali,Non-Aided
3237,RSPM's Satyagraha College of Education,Mumbai University Mumbai,Raigad,Panvel,Co-Education,Urban,No,Select,Panvel,Supparak BhavanPlot No. 52 Sector 19 Kharghar Navi Mumbai,satyagrahacoledu@gmail.com,2235719808,022-9870105027,9930958025,Prof. Neha Hitendra Rane,Non-Aided
3238,Arts & Scince College Chincholi (Limbaji) Tq. Kannad. Dist. Aurangabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,KANNAD,Co-Education,Rural,No,Select,Aurangabad,Chincholi (Limbaji) Tq.Kannad Dist.Aurangabad,dhareshwar_kmc@rediffmail.com,02435-235059,02435-235059,9421322615,Dr. Dinkar Pandhrinath Takale,Aided
3239,Vidnyan Mahavidyalaya Malkapur.,Sant Gadge Baba Amravati University Amravati,Buldhana,Malkapur,Co-Education,Urban,No,Select,Amravati,Nandura Road Malkapur.Dist-Buldana.(M.S.) Pin-443101.,vmvmlk1993@gmail.com,07267-223259,07267-223259,9422883075,Dr. Wankhade B.B.,Aided
3240,Bahirji Samarak Mahavidyalaya Hatta,Swami Ramanand Teerth Marathwada University Nanded,Hingoli,Basmath,Co-Education,Rural,No,Select,Nanded,at.post.hatta,hanumansawant1996@gmail.com,-8275949557,-8275949557,8275949557,deshmukh amol sahebrao,Non-Aided
3241,Aldel Education Trust's St. John College of Humanities and Science Vevoor Manor Road Palghar,Mumbai University Mumbai,Palghar,Palghar,Co-Education,Rural,Yes,Religious,Panvel,St. John Technical and Educational CampusVevoor Manor RoadPalghar (E) Tal & Dist. Palghar 401404,office@sjchs.edu.in,02525-297071,02525-256486 / 256792,7219230156,Dr. Brajabandhu Das,Non-Aided
3242,Matoshree Nilimatai shinde Arts Commerce and Science women CollegeBhadrawati,Gondwana University Gadchiroli,Chandrapur,Bhadrawati,Girls,Rural,No,Select,Nagpur,MATOSHRI NILIMATAI SHINDE ART COMMERCE & SCIENCE MAHILA COLLEGE CHICHORDI BHADRAWATINEAR SHINDE PET,matoshrinsmm@gmail.com,7175266425,-9766977377,9766977377,NILKANTHRAO YASHWANTRAO SHINDE,Non-Aided
3243,Pimpalgaon (sutar) Bhokardan Jalna sanchalit Aadarsha Arts College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Jalna,Bhokardan,Co-Education,Rural,No,Select,Aurangabad,At. Rajur (Ganpati) Tq.Bhokardan Dist. Jalna,adarshcollege743@gmail.com,02485-252444,02485-243301,9922454776,Mr. Shejul D.B.,Non-Aided
3244,N.T.S. B.Ed. College of Education Parbhani,Swami Ramanand Teerth Marathwada University Nanded,Parbhani,Parbhani,Co-Education,Urban,No,Select,Nanded,shivram nagar infront of RR petrol pamp basmat road parbhani.,ntscolpbn85@gmail.com,02452-229328,02452-229328,9422713135,DR. MANJUSHA MADHUKAR YADNIK,Non-Aided
3245,Saket Gyanpeeth’s Saket Collegeof Education Saket Vidyanagari Marg Chinchpada RoadKatemanvali K,Mumbai University Mumbai,Thane,Kalyan,Co-Education,Urban,Yes,Linguistic,Panvel,Saket Vidyanagari Marg Kalyan (E) 421306K,admin@Saketcoe.edu.in,0251-2250951,-8097337493,9324179216,Mr. Maurya Vidyaprakash,Non-Aided
3246,Shahada Taluka Co.Op.Education Society Ltd.'s Sr. Arts Mahila MahavidyalayaShahada,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Nandurbar,Shahada,Girls,Urban,Yes,Linguistic,Jalgaon,Shahada Taluka Education & Co.Op.Education Society Ltd.'s Sr. Arts Mahila MahavidyalayaShahada. Ta,artsshahada070@gmail.com,02565-223532,02565-223532,8149348375,Dr. Kaials R. Chavhan,Non-Aided
3247,TULI COLLEGE OF HOTEL MANAGEMENTNAGPUR,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Nagpur,Nagpur Rural,Co-Education,Rural,No,Select,Nagpur,Tuli Education city Near Koradi octroi Bokhara Road Nagpur,tulihmct@gmail.com,Maharashtra,0712-6644318,9422114055,DR. URVASHI YASHROY,Non-Aided
3248,Maulana Azad College of Arts Science and Commerce Aurangabad.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Urban,Yes,Religious,Aurangabad,Dr. Rafiq Zakaria CampusPost Box No. 127 Rauza BaghAurangabad 431001 (M.S.),MACprincipal@gmail.com,0240-2381102,0240-2381102,9422214785,Dr. Mazhar Ahmed Farooqui,Aided
3249,Shri Kisanrao Khobragade Prashaskiya Mahavidyalaya Vairagad,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Gadchiroli,Armori,Co-Education,Rural,No,Select,Nagpur,At Post VairagadDist.Gadchiroli,skkp1163@gmail.com,7137266302,-7066332822,7066332822,Ku Alka H Bhoyar,Non-Aided
3250,Mharashtriy Shikshan Sanstha Sanchalit Parag Bed College Sadavali,Mumbai University Mumbai,Ratnagiri,Sangameshwar,Co-Education,Rural,No,Select,Panvel,AT POST SADAVALI TAL SANGAMESHWAR,paragbed2018@gmail.com,02354-261537,02354-241537,9422382274,Smita Jagannath Tare,Non-Aided
3251,C.J. Patel College Tiroda,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Tirora,Co-Education,Rural,No,Select,Nagpur,Khairlanji Road Tirora Dist. Gondia. 441911,cjpatelcollege1966@gmail.com,7198254040,91-9823610633,9422130608,Dr M V Singh,Aided
3252,ADVN.S.GANGUWAR COLLEGE OF EDUCATION,Gondwana University Gadchiroli,Gadchiroli,Gadchiroli,Co-Education,Rural,No,Select,Nagpur,BEHIND TAHASIL OFFICE DHANORA RODE SHIVAJI MAHAVIDHYALYA COMPAS,ganguwarbedgad@gmail.com,07132-233453,07132-233453,9423422017,Anil Pandurang Nandeshwar,Non-Aided
3253,Sant Gadgebaba Varishth Mahavidyalay Dhorkin,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Aurangabad,Paithan,Co-Education,Rural,No,Select,Aurangabad,Dhorkin tq. Paithan Sambhajinagar Dhorkin tq. Paithan Sambhajinagar,panjabrao88p@gmail.com,95-9545559471,95-9545559471,9834506498,Dr.Chorghade J. R.,Non-Aided
3254,Bharatratna Dr. Babasaheb Ambedkar College,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,85 Shinde Sarkar WadaAundh Pune 411 067,bdbacollege@gmail.com,020-25883773,020-25880883,9881235224,Dr. Arun Dashrath Andhale,Aided
3255,Chirayu K.C.Bajaj B.Ed College Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,Yes,Linguistic,Nagpur,Plot No 1 & 2 Near CMPDI Jaripatka Nagpur.,chirayukcb@yahoo.co.in,0712-2646507,-9373196886,9371742636,Dr. Anita P. Khetal,Non-Aided
3256,Matoshri Nanibai Gharphalkar Science College Babhulgaon,Sant Gadge Baba Amravati University Amravati,Yavatmal,Babhulgaon,Co-Education,Rural,No,Select,Amravati,at post babhulgaon dist.yavatmal,mng.babhulgaon@gmail.com,07203-202403-270250,07203-202403-270250,9637019254,Dr.A.P.Deshpande,Non-Aided
3257,Shriram Mahila Vidnyan Mahavidayala Paniv,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Solapur,Malshiras,Girls,Rural,No,Select,Solapur,Paniv Tal-Malshiras Dist-Solapur-413113,babarvinod@gmail.com,2185274355,-8408976000,8408976000,Mr.Vinod Vishnu Babar,Non-Aided
3258,Karmaveer Shankarrao Kale edu. soc's Sau. Sushilamai Kale Arts Commerce & Science College,Savitribai Phule Pune University Pune,Ahmednagar,Kopargaon,Co-Education,Rural,No,Select,Pune,A/P Gautamnagar KolpewadiTalKopargaonDist-A-Nagar.Pin-423602.,sskacscollege@yahoo.in,02423-262612,02423-262612,9921425240,Dr.Sau.Gursal Vijaya Nitin,Non-Aided
3259,College of Education(B.Ed. & M.Ed.) )Peth Vadgaon,Shivaji University Kolhapur,Kolhapur,Hatkanangale,Co-Education,Rural,No,Select,Kolhapur,A/P- Peth Vadgaon (ASHOKRAO MANE VIDHYANAGAR) Tal - Hatkannagle Dist- Kolhapur PIN-416112,amcebed1986@gmail.com,Maharashtra,-9923270081,8983409100,I/C Principal Smt R.L.Nirmale,Non-Aided
3260,Tirupati Arts Commerce & Science College Kitali,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Bhandara,Sakoli,Co-Education,Rural,No,Select,Nagpur,Kitali Tah-Lakhani,cghatbandhe91@gmail.com,91-7620817761,91-7620817761,7620817761,Ku. Sneha Shamkuwar,Non-Aided
3261,Santshreshth Namdev Maharaj Pathade Art & Science College Hingoli,Swami Ramanand Teerth Marathwada University Nanded,Hingoli,Hingoli,Co-Education,Urban,No,Select,Nanded,snmp college rk nagar hingoli -431513,prabhakarkarhale@gmail.com,-9850572496,-9850572496,9067796064,prabhakar narayan karhale,Non-Aided
3262,Raja Shripatrao Bhagawantrao Mahavidyalaya AUNDH-415 510 Tal- Khatav  Dist-Satara,Shivaji University Kolhapur,Satara,Khatav,Co-Education,Rural,No,Select,Kolhapur,RAJA SHRIPATRAO BHAGAWANTRAO MAHAVIDYALAY AUNDH TAL-KHATAV DIST-SATARA PIN-415510,aundh173.cl@unishivaji.ac.in,02161-262475,02161-262475,7588220334,Dr. Shakuntala Sayajirao Sawant,Aided
3263,Sant Tukaram law College Udgir,Swami Ramanand Teerth Marathwada University Nanded,Latur,Udgir,Co-Education,Rural,No,Select,Nanded,DEGLOOR ROAD UDGIR.,stlcudgir@yahoo.com,2385259511,-9422658442,9422658442,Aliraja Kausar Munjewar,Non-Aided
3264,P.S.G.V.P. MANDAL'S COLLEGE OF EDUCATION SHAHADA,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Nandurbar,Shahada,Co-Education,Rural,Yes,Linguistic,Jalgaon,Khetiya RoadShahada,educationshahada@gmail.com,02565-299141,02565-229341,9370058494,PROF KIRTI LAHU MAHADIK,Non-Aided
3265,Pundalik Ambaji Karle Arts & Commerce College At Post-Shrigaon Tal.-Devgad Dist. Sindhudurg.,Mumbai University Mumbai,Sindhudurg,Devgad,Co-Education,Rural,No,Select,Panvel,At post Shirgaon Tal-Devgad Dist-Sindhudurg,pakscollege@gmail.com,2364236235,-9623639250,7020032998,MISS. RASHMI RAMESH HIRLEKAR,Non-Aided
3266,Oassis Shikshan Sanstha Oasis college Bhandara.,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Bhandara,Bhandara,Co-Education,Urban,No,Select,Nagpur,vidarbh housing colony z.p.Squre bhandara,kpatle607@gmail.com,,-7709333090,9579144288,Prashant Tembhurnikar,Non-Aided
3267,SWAYAM SIDDHI MITRA SANGH COLLEGE OF EDUCATION,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Thane,Bhiwandi,Girls,Urban,No,Select,Panvel,sonadevi compound near octroi naka kalyan bhiwandi road bhiwandi 421302,swayamsiddhimitrasangh@gmail.com,02522-249191,02522-249191,8805249191,Dr. Arundhati Chavan,Non-Aided
3268,Mahatma Jyotiba Phule College Ballarpur Dist Chandrapur,Gondwana University Gadchiroli,Chandrapur,Ballarpur,Co-Education,Urban,No,Select,Nagpur,shiwaji ward ballarpur alapalli road ballarpur,mjfballarpur@gmail.com,07172-240590,-9970853985,9890362354,Kalyani V. Patwardhan,Aided
3269,Chhatrapati Shivaji College SATARA-415 001,Shivaji University Kolhapur,Satara,Satara,Co-Education,Urban,No,Religious,Kolhapur,Chhatrapati Shivaji College Satara,principal.shivajicollege@gmail.com,02162-234678,02162-234678,9004933323,Prin. Dr.Vitthal Subrao Shivankar,Aided
